UserName,Tweet,TimeDateStamp,Location,preprocessed_Tweet,tokenized_Tweet
hwctindia,#MentalHealthAwareness #hwctindia joins hands with #poddarfoundation to spread awareness on handeling stress. @MentalHealthPod @CyrusMistrySupt @tatatrusts @Pratham_India @UNICEFEducation @NIMHgov @CMHLPIndia @mentalhealth @mybmc @mumbaicommunity @CMOMaharashtra @AAMCtoday https://t.co/kxVci5G11M,2020-06-10 04:29:04,"Malad West, Mumbai",#mentalhealthawareness #hwctindia joins hands #poddarfoundation spread awareness handeling stress. @mentalhealthpod @cyrusmistrysupt @tatatrusts @pratham_india @unicefeducation @nimhgov @cmhlpindia @mentalhealth @mybmc @mumbaicommunity @cmomaharashtra @aamctoday,"['mentalhealthawareness', 'hwctindia', 'joins', 'hands', 'poddarfoundation', 'spread', 'awareness', 'handeling', 'stress', 'mentalhealthpod', 'cyrusmistrysupt', 'tatatrusts', 'pratham_india', 'unicefeducation', 'nimhgov', 'cmhlpindia', 'mentalhealth', 'mybmc', 'mumbaicommunity', 'cmomaharashtra', 'aamctoday']"
garymason479,"https://t.co/ZDXIZMR96o

AND WHAT ARE ANY OF YOU DOING ABOUT THIS @IlhanMN .

EVERY PERSON ON @Twitter WITH THE FAMOUS #bluetick FROM @FCOHumanRights @mentalhealth @MetTaskforce @cpsuk #IPCC #aka @policeconduct TO @INQUEST_ORG @HouseofCommons @ukhomeoffice THE @CareQualityComm",2020-06-10 04:08:05,,@ilhanmn . every person @twitter famous #bluetick @fcohumanrights @mentalhealth @mettaskforce @cpsuk #ipcc #aka @policeconduct @inquest_org @houseofcommons @ukhomeoffice @carequalitycomm,"['ilhanmn', 'every', 'person', 'twitter', 'famous', 'bluetick', 'fcohumanrights', 'mentalhealth', 'mettaskforce', 'cpsuk', 'ipcc', 'aka', 'policeconduct', 'inquest_org', 'houseofcommons', 'ukhomeoffice', 'carequalitycomm']"
nhsleeds,"WATCH  Dr Gwyn Elias give some helpful advice on the #MentalHealth support available for children, young people &amp; adults in Leeds when they need it. #NHSHereForYou https://t.co/y3BZijvkBc 

@ELHfA_BT @timetotalkleeds @TTCLeeds @mentalhealth @MMHAlliance @NESTLeeds",2020-06-10 01:00:05,"Leeds,UK","watch dr gwyn elias give helpful advice #mentalhealth support available children, young people adults leeds need it. #nhshereforyou @elhfa_bt @timetotalkleeds @ttcleeds @mentalhealth @mmhalliance @nestleeds","['watch', 'dr', 'gwyn', 'elias', 'give', 'helpful', 'advice', 'mentalhealth', 'support', 'available', 'children', 'young', 'people', 'adults', 'leeds', 'need', 'it', 'nhshereforyou', 'elhfa_bt', 'timetotalkleeds', 'ttcleeds', 'mentalhealth', 'mmhalliance', 'nestleeds']"
MarziaNicodemiE,"RT @RAnimasun: I want to thank @emilyfisherldn for this generous gifts. You are incredible and and we @NightingaleHosp @casserlyd 
@theRCN…",2020-06-09 23:29:56,Shirley,@ranimasun: want thank @emilyfisherldn generous gifts. incredible @nightingalehosp @casserlyd @thercn…,"['ranimasun', 'want', 'thank', 'emilyfisherldn', 'generous', 'gifts', 'incredible', 'nightingalehosp', 'casserlyd', 'thercn']"
SCVOSandwell,RT @WestBromwichTC: Lots of things from @mentalhealth on what we can do to support our mental health during the pandemic.,2020-06-09 22:11:36,"West Midlands, UK",@westbromwichtc: lots things @mentalhealth support mental health pandemic.,"['westbromwichtc', 'lots', 'things', 'mentalhealth', 'support', 'mental', 'health', 'pandemic']"
MindinBradford,RT @ajgill: Remote #psychological first aid is going to be (if it isn't already) indispensible during and after #COVID__19. Thank you @IFRC…,2020-06-09 21:37:56,"Bradford, England",@ajgill: remote #psychological first aid going (if already) indispensible #covid__19. thank @ifrc…,"['ajgill', 'remote', 'psychological', 'first', 'aid', 'going', 'if', 'already', 'indispensible', 'covid__19', 'thank', 'ifrc']"
HeatherJ_Oliver,@rduffypsych @Betty_Murphy @scvotweet @ThirdSectorLab @wellbeingscot @SRN_Tweet @mentalhealth Going to try. I’m in Dykebar on Thursday so will depend on whether I can get work computer to do zoom...,2020-06-09 20:38:19,Scotland,@rduffypsych @betty_murphy @scvotweet @thirdsectorlab @wellbeingscot @srn_tweet @mentalhealth going try. i’m dykebar thursday depend whether get work computer zoom...,"['rduffypsych', 'betty_murphy', 'scvotweet', 'thirdsectorlab', 'wellbeingscot', 'srn_tweet', 'mentalhealth', 'going', 'try', 'dykebar', 'thursday', 'depend', 'whether', 'get', 'work', 'computer', 'zoom']"
RAnimasun,"I want to thank @emilyfisherldn for this generous gifts. You are incredible and and we @NightingaleHosp @casserlyd 
@theRCN @ANANursingWorld @NurseStandard @mentalhealth  @MarziaNicodemiE @SwlstgN 
“Kindness can become its own motive. We are made kind by being kind.” —Eric Hoffer https://t.co/qi37QN2pgP",2020-06-09 20:33:41,,want thank @emilyfisherldn generous gifts. incredible @nightingalehosp @casserlyd @thercn @ananursingworld @nursestandard @mentalhealth @marzianicodemie @swlstgn “kindness become motive. made kind kind.” —eric hoffer,"['want', 'thank', 'emilyfisherldn', 'generous', 'gifts', 'incredible', 'nightingalehosp', 'casserlyd', 'thercn', 'ananursingworld', 'nursestandard', 'mentalhealth', 'marzianicodemie', 'swlstgn', 'kindness', 'become', 'motive', 'made', 'kind', 'kind', 'eric', 'hoffer']"
ajgill,Remote #psychological first aid is going to be (if it isn't already) indispensible during and after #COVID__19. Thank you @IFRC_PS_Centre. @MindinBradford @MindCharity @mentalhealth @CharitySANE @MywellbeingC @BDCFT @NHSBfdCraven,2020-06-09 20:14:27,Yorkshire and The Humber,remote #psychological first aid going (if already) indispensible #covid__19. thank @ifrc_ps_centre. @mindinbradford @mindcharity @mentalhealth @charitysane @mywellbeingc @bdcft @nhsbfdcraven,"['remote', 'psychological', 'first', 'aid', 'going', 'if', 'already', 'indispensible', 'covid__19', 'thank', 'ifrc_ps_centre', 'mindinbradford', 'mindcharity', 'mentalhealth', 'charitysane', 'mywellbeingc', 'bdcft', 'nhsbfdcraven']"
EAYNOfficial,"RT @SAYoF_SADC: #SADCYOUTH Coronavirus Update

Courtesy of @AfricaCDC here is the Guidance for mental health and psychosocial support for #…",2020-06-09 20:01:47,,@sayof_sadc: #sadcyouth coronavirus update courtesy @africacdc guidance mental health psychosocial support #…,"['sayof_sadc', 'sadcyouth', 'coronavirus', 'update', 'courtesy', 'africacdc', 'guidance', 'mental', 'health', 'psychosocial', 'support']"
rduffypsych,@HeatherJ_Oliver @Betty_Murphy @scvotweet @ThirdSectorLab @wellbeingscot @SRN_Tweet @mentalhealth Ooh. Are you attending?,2020-06-09 19:35:01,,@heatherj_oliver @betty_murphy @scvotweet @thirdsectorlab @wellbeingscot @srn_tweet @mentalhealth ooh. attending?,"['heatherj_oliver', 'betty_murphy', 'scvotweet', 'thirdsectorlab', 'wellbeingscot', 'srn_tweet', 'mentalhealth', 'ooh', 'attending']"
tonyrywenschool,RT @meiccymru: Find out how to deal with your feelings and what you can do during the #coronavirus pandemic with our #Covid19 articles http…,2020-06-09 18:08:53,Cardiff,@meiccymru: find deal feelings #coronavirus pandemic #covid19 articles http…,"['meiccymru', 'find', 'deal', 'feelings', 'coronavirus', 'pandemic', 'covid19', 'articles', 'http']"
Very__Social,"Get your tickets for the @NeomOrganics #virtualfestival 💛
Spend the day with Neom on 20/6/20, they have big plans for you - think #pilates #nutrition #cocktails &amp; so much more! Plus its a fundraiser for @mentalhealth 
Get your tickets👇 and see you there!
https://t.co/xpGxOI3HGc https://t.co/2dwhUR2uUM",2020-06-09 17:26:03,"Thames Ditton, Surrey","get tickets @neomorganics #virtualfestival 💛 spend day neom 20/6/20, big plans - think #pilates #nutrition #cocktails much more! plus fundraiser @mentalhealth get tickets👇 see there!","['get', 'tickets', 'neomorganics', 'virtualfestival', 'spend', 'day', 'neom', 'big', 'plans', 'think', 'pilates', 'nutrition', 'cocktails', 'much', 'more', 'plus', 'fundraiser', 'mentalhealth', 'get', 'tickets', 'see', 'there']"
AgeUKBandG,"RT @greenwichlibs: Check out @mentalhealth latest podcast exploring #kindness with Josh Elton and Dr. Antonis Kousoulis, here: https://t.co…",2020-06-09 16:08:38,"Bromley and Greenwich, London, England","@greenwichlibs: check @mentalhealth latest podcast exploring #kindness josh elton dr. antonis kousoulis, here:","['greenwichlibs', 'check', 'mentalhealth', 'latest', 'podcast', 'exploring', 'kindness', 'josh', 'elton', 'dr', 'antonis', 'kousoulis', 'here']"
greenwichlibs,"Check out @mentalhealth latest podcast exploring #kindness with Josh Elton and Dr. Antonis Kousoulis, here: https://t.co/qydlqmVrii. #MentalHealth #Wellness #MentalHealthMatters #LoveYourLibrary @Royal_Greenwich @LDNLibraries @maritimeLDN @GreenwichHour https://t.co/ztuagNJ77u",2020-06-09 16:08:12,Royal Borough of Greenwich,"check @mentalhealth latest podcast exploring #kindness josh elton dr. antonis kousoulis, here: #mentalhealth #wellness #mentalhealthmatters #loveyourlibrary @royal_greenwich @ldnlibraries @maritimeldn @greenwichhour","['check', 'mentalhealth', 'latest', 'podcast', 'exploring', 'kindness', 'josh', 'elton', 'dr', 'antonis', 'kousoulis', 'here', 'mentalhealth', 'wellness', 'mentalhealthmatters', 'loveyourlibrary', 'royal_greenwich', 'ldnlibraries', 'maritimeldn', 'greenwichhour']"
GlasConArtsNet,"RT @ThirdSectorLab: DigiShift - #MentalHealth Digital Service Delivery with @mentalcapital @mentalhealth and @SRN_Tweet on 11 June 2pm

Joi…",2020-06-09 16:06:48,"Glasgow, Scotland",@thirdsectorlab: digishift - #mentalhealth digital service delivery @mentalcapital @mentalhealth @srn_tweet 11 june 2pm joi…,"['thirdsectorlab', 'digishift', 'mentalhealth', 'digital', 'service', 'delivery', 'mentalcapital', 'mentalhealth', 'srn_tweet', 'june', 'pm', 'joi']"
ThirdSectorLab,"DigiShift - #MentalHealth Digital Service Delivery with @mentalcapital @mentalhealth and @SRN_Tweet on 11 June 2pm

Join us:
https://t.co/6XsXLEqz3R https://t.co/2aF7LWPNFj",2020-06-09 16:06:29,"Scotland, United Kingdom",digishift - #mentalhealth digital service delivery @mentalcapital @mentalhealth @srn_tweet 11 june 2pm join us:,"['digishift', 'mentalhealth', 'digital', 'service', 'delivery', 'mentalcapital', 'mentalhealth', 'srn_tweet', 'june', 'pm', 'join', 'us']"
sheilsmc,RT @MyPaycare: For those that are feeling a little lonely at the moment... thanks for sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing,2020-06-09 15:55:43,Edinburgh,@mypaycare: feeling little lonely moment... thanks sharing @mentalhealth 💚🧠 #mentalhealthandwellbeing,"['mypaycare', 'feeling', 'little', 'lonely', 'moment', 'thanks', 'sharing', 'mentalhealth', 'mentalhealthandwellbeing']"
WestBromwichTC,Lots of things from @mentalhealth on what we can do to support our mental health during the pandemic. https://t.co/xEK5W2aDRy,2020-06-09 15:55:17,West Bromwich Town Centre,lots things @mentalhealth support mental health pandemic.,"['lots', 'things', 'mentalhealth', 'support', 'mental', 'health', 'pandemic']"
ImpactFundingCE,"RT @mentalhealth: ✔️There are many things we can do to support our mental health during the coronavirus outbreak💚.

👉Find out more through…",2020-06-09 15:41:45,"Inverkeithing, Scotland",@mentalhealth: ✔️there many things support mental health coronavirus outbreak💚. 👉find through…,"['mentalhealth', 'there', 'many', 'things', 'support', 'mental', 'health', 'coronavirus', 'outbreak', 'find', 'through']"
runslowrunlong,"RT @larry5hands: Tucker Carlson Stuns Twitter Users With 'Most Racist' Thing He's Ever Said Nothing new to see here, Folks. Tucker is a #MA…",2020-06-09 15:40:53,somewhere in NW Oregon,"@larry5hands: tucker carlson stuns twitter users 'most racist' thing he's ever said nothing new see here, folks. tucker #ma…","['larry5hands', 'tucker', 'carlson', 'stuns', 'twitter', 'users', 'most', ""racist'"", 'thing', ""he's"", 'ever', 'said', 'nothing', 'new', 'see', 'here', 'folks', 'tucker', 'ma']"
larry5hands,"Tucker Carlson Stuns Twitter Users With 'Most Racist' Thing He's Ever Said Nothing new to see here, Folks. Tucker is a #MAGAtMutt Trump sycophant, unconstrained by truth or compassion! ⁦@foxnewstalk⁩ ⁦@FoxNewsSunday⁩ ⁦@mentalhealth⁩  https://t.co/4Zh59kdfMk",2020-06-09 15:33:47,United States,"tucker carlson stuns twitter users 'most racist' thing he's ever said nothing new see here, folks. tucker #magatmutt trump sycophant, unconstrained truth compassion! ⁦@foxnewstalk⁩ ⁦@foxnewssunday⁩ ⁦@mentalhealth⁩","['tucker', 'carlson', 'stuns', 'twitter', 'users', 'most', ""racist'"", 'thing', ""he's"", 'ever', 'said', 'nothing', 'new', 'see', 'here', 'folks', 'tucker', 'magatmutt', 'trump', 'sycophant', 'unconstrained', 'truth', 'compassion', 'foxnewstalk', 'foxnewssunday', 'mentalhealth']"
BlushingEagle,"RT @sian_monument: Return to the coast. Nothing better to soothe the stressed mind than the sound of waves crashing. 
#anglesey #wales #fin…",2020-06-09 15:17:47,"Aridzona, USA",@sian_monument: return coast. nothing better soothe stressed mind sound waves crashing. #anglesey #wales #fin…,"['sian_monument', 'return', 'coast', 'nothing', 'better', 'soothe', 'stressed', 'mind', 'sound', 'waves', 'crashing', 'anglesey', 'wales', 'fin']"
BlushingEagle,@sian_monument @BBCWales @ruthwignall @DiscoverCymru @mentalhealth @SamsungMobile @visitwales Ocean sounds are so soothing. Love this picture! 😍,2020-06-09 15:17:20,"Aridzona, USA",@sian_monument @bbcwales @ruthwignall @discovercymru @mentalhealth @samsungmobile @visitwales ocean sounds soothing. love picture! 😍,"['sian_monument', 'bbcwales', 'ruthwignall', 'discovercymru', 'mentalhealth', 'samsungmobile', 'visitwales', 'ocean', 'sounds', 'soothing', 'love', 'picture']"
sian_monument,"Return to the coast. Nothing better to soothe the stressed mind than the sound of waves crashing. 
#anglesey #wales #findyourepic #MentalHealthMatters #waves #sunset  @BBCWales @ruthwignall @DiscoverCymru @mentalhealth @SamsungMobile @visitwales https://t.co/Fn0AZaelrk",2020-06-09 15:10:33,"Anglesey, UK",return coast. nothing better soothe stressed mind sound waves crashing. #anglesey #wales #findyourepic #mentalhealthmatters #waves #sunset @bbcwales @ruthwignall @discovercymru @mentalhealth @samsungmobile @visitwales,"['return', 'coast', 'nothing', 'better', 'soothe', 'stressed', 'mind', 'sound', 'waves', 'crashing', 'anglesey', 'wales', 'findyourepic', 'mentalhealthmatters', 'waves', 'sunset', 'bbcwales', 'ruthwignall', 'discovercymru', 'mentalhealth', 'samsungmobile', 'visitwales']"
veritynevitt,RT @mentalhealth: 📢 Calling all college and uni students 📢 We're researching the impact of educational transitions and COVID-19 on your men…,2020-06-09 14:45:59,"London, England",@mentalhealth: 📢 calling college uni students 📢 we're researching impact educational transitions covid-19 men…,"['mentalhealth', 'calling', 'college', 'uni', 'students', ""we're"", 'researching', 'impact', 'educational', 'transitions', 'covid', 'men']"
davidamunday,.@mentalhealth also has this info: https://t.co/16ztqdE8ok @WithMeNowPod,2020-06-09 14:39:36,Somewhere in the UK (usually),.@mentalhealth also info: @withmenowpod,"['mentalhealth', 'also', 'info', 'withmenowpod']"
Bethan_Allen,"RT @mentalhealth: This week is Infant Mental Health Awareness Week #IMHAW2020 💚

📣Read about the @first1001days Movement which campaigns fo…",2020-06-09 13:57:44,"Wales, United Kingdom",@mentalhealth: week infant mental health awareness week #imhaw2020 💚 📣read @first1001days movement campaigns fo…,"['mentalhealth', 'week', 'infant', 'mental', 'health', 'awareness', 'week', 'imhaw2020', 'read', 'first1001days', 'movement', 'campaigns', 'fo']"
daisyandthyme,RT @SharewearNotts: No-one shd have worse #mentalhealth simply due to lack of clothes. Help us help others to break the cycle. No-one shd h…,2020-06-09 13:50:28,London,@sharewearnotts: no-one shd worse #mentalhealth simply due lack clothes. help us help others break cycle. no-one shd h…,"['sharewearnotts', 'no', 'one', 'shd', 'worse', 'mentalhealth', 'simply', 'due', 'lack', 'clothes', 'help', 'us', 'help', 'others', 'break', 'cycle', 'no', 'one', 'shd']"
miss1katy,@Conor23_ @Hollyoaks @adamrickitt @JesslaFox @ashoztd @sarahjaynedunn @mentalhealth been a massive fan of the super talented @adamrickitt ever since Corrie haha and also rather chuffed that I met @sarahjaynedunn once a few years ago in her Oaks break :) cant wait for the next ep however heartbreaking its gonna be aww hopefully it'll really help some people too!X,2020-06-09 13:48:52,Leeds,@conor23_ @hollyoaks @adamrickitt @jesslafox @ashoztd @sarahjaynedunn @mentalhealth massive fan super talented @adamrickitt ever since corrie haha also rather chuffed met @sarahjaynedunn years ago oaks break :) cant wait next ep however heartbreaking gonna aww hopefully it'll really help people too!x,"['conor23_', 'hollyoaks', 'adamrickitt', 'jesslafox', 'ashoztd', 'sarahjaynedunn', 'mentalhealth', 'massive', 'fan', 'super', 'talented', 'adamrickitt', 'ever', 'since', 'corrie', 'haha', 'also', 'rather', 'chuffed', 'met', 'sarahjaynedunn', 'years', 'ago', 'oaks', 'break', 'cant', 'wait', 'next', 'ep', 'however', 'heartbreaking', 'gonna', 'aww', 'hopefully', ""it'll"", 'really', 'help', 'people', 'too']"
miss1katy,@Conor23_ @Hollyoaks @adamrickitt @JesslaFox @ashoztd @sarahjaynedunn @mentalhealth portrayed so well by everyone involved but special shoutouts to the amazing guys who have done a wonderful job of showing how men can really struggle with such important issues and how it can tragically end up if you dont get help you need :( love the amazing @ashoztd plus always,2020-06-09 13:48:05,Leeds,@conor23_ @hollyoaks @adamrickitt @jesslafox @ashoztd @sarahjaynedunn @mentalhealth portrayed well everyone involved special shoutouts amazing guys done wonderful job showing men really struggle important issues tragically end dont get help need :( love amazing @ashoztd plus always,"['conor23_', 'hollyoaks', 'adamrickitt', 'jesslafox', 'ashoztd', 'sarahjaynedunn', 'mentalhealth', 'portrayed', 'well', 'everyone', 'involved', 'special', 'shoutouts', 'amazing', 'guys', 'done', 'wonderful', 'job', 'showing', 'men', 'really', 'struggle', 'important', 'issues', 'tragically', 'end', 'dont', 'get', 'help', 'need', 'love', 'amazing', 'ashoztd', 'plus', 'always']"
miss1katy,@Conor23_ @Hollyoaks @adamrickitt @JesslaFox @ashoztd @sarahjaynedunn @mentalhealth Aww yesss love @Hollyoaks sooo much and so important to show this story!! Such sad ep's last night :( poor Kyle and how awful for Darren finding him too argh been such a tough sad story to watch but all amazing acting and cant leave anyone out as this whole thing has really been,2020-06-09 13:47:18,Leeds,@conor23_ @hollyoaks @adamrickitt @jesslafox @ashoztd @sarahjaynedunn @mentalhealth aww yesss love @hollyoaks sooo much important show story!! sad ep's last night :( poor kyle awful darren finding argh tough sad story watch amazing acting cant leave anyone whole thing really,"['conor23_', 'hollyoaks', 'adamrickitt', 'jesslafox', 'ashoztd', 'sarahjaynedunn', 'mentalhealth', 'aww', 'yesss', 'love', 'hollyoaks', 'sooo', 'much', 'important', 'show', 'story', 'sad', ""ep's"", 'last', 'night', 'poor', 'kyle', 'awful', 'darren', 'finding', 'argh', 'tough', 'sad', 'story', 'watch', 'amazing', 'acting', 'cant', 'leave', 'anyone', 'whole', 'thing', 'really']"
SUREforMH,The Mental Health Foundation website has lots of information for parents and teachers about returning to school after lockdown. Sign up to the full #SUREtipoftheDay by emailing SUREforMH@Newpathways.org.uk #StayHome @mentalhealth  https://t.co/H0hzgRCSWS,2020-06-09 13:09:00,"Wales, United Kingdom",mental health foundation website lots information parents teachers returning school lockdown. sign full #suretipoftheday emailing sureformh@newpathways.org.uk #stayhome @mentalhealth,"['mental', 'health', 'foundation', 'website', 'lots', 'information', 'parents', 'teachers', 'returning', 'school', 'lockdown', 'sign', 'full', 'suretipoftheday', 'emailing', 'sureformh', 'newpathways', 'org', 'uk', 'stayhome', 'mentalhealth']"
SharewearNotts,"No-one shd have worse #mentalhealth simply due to lack of clothes. Help us help others to break the cycle. No-one shd have #noWeartorun 
@MHActivismSheff @Framework_HA
@mentalhealth @Rethink_
#MentalHealthMatters
#AvivaCommunityFundUK #StrongerCommunities
https://t.co/jQUvj8jG7N https://t.co/CGmswU5vUh",2020-06-09 13:02:03,"Nottingham, England",no-one shd worse #mentalhealth simply due lack clothes. help us help others break cycle. no-one shd #noweartorun @mhactivismsheff @framework_ha @mentalhealth @rethink_ #mentalhealthmatters #avivacommunityfunduk #strongercommunities,"['no', 'one', 'shd', 'worse', 'mentalhealth', 'simply', 'due', 'lack', 'clothes', 'help', 'us', 'help', 'others', 'break', 'cycle', 'no', 'one', 'shd', 'noweartorun', 'mhactivismsheff', 'framework_ha', 'mentalhealth', 'rethink_', 'mentalhealthmatters', 'avivacommunityfunduk', 'strongercommunities']"
thatdoesmynut,"@GooglePlayDev You offer an app called 'Make It Perfect'.. which encourages you to ""build your Little Happy OCD Town"" and the slogan on one of their ads is ""They turned OCD into a game"". Is this mockery of mental illness endorsed by Google? @ocdaction @mentalhealth @MindCharity",2020-06-09 12:59:34,,"@googleplaydev offer app called 'make perfect'.. encourages ""build little happy ocd town"" slogan one ads ""they turned ocd game"". mockery mental illness endorsed google? @ocdaction @mentalhealth @mindcharity","['googleplaydev', 'offer', 'app', 'called', 'make', ""perfect'"", 'encourages', 'build', 'little', 'happy', 'ocd', 'town', 'slogan', 'one', 'ads', 'they', 'turned', 'ocd', 'game', 'mockery', 'mental', 'illness', 'endorsed', 'google', 'ocdaction', 'mentalhealth', 'mindcharity']"
PaulDuxbury,@Childrens_Trust @tinytickers @TimetoChange @mentalhealth @DogsTrust @HearingDogs @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre You are very welcome and all good thanks and hope that you are too! 🤗,2020-06-09 12:49:48,Cheshire UK,@childrens_trust @tinytickers @timetochange @mentalhealth @dogstrust @hearingdogs @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre welcome good thanks hope too! 🤗,"['childrens_trust', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'hearingdogs', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'welcome', 'good', 'thanks', 'hope', 'too']"
Childrens_Trust,"@PaulDuxbury @tinytickers @TimetoChange @mentalhealth @DogsTrust @HearingDogs @AutismAwareUK @WhizzKidz @chesterzoo @HeelToeCharity @BipolarUK @HumansMCR @BarnOwlCentre Thank you, Paul. Hope you're having a lovely day. 😃",2020-06-09 12:26:14,"Tadworth, Surrey, UK","@paulduxbury @tinytickers @timetochange @mentalhealth @dogstrust @hearingdogs @autismawareuk @whizzkidz @chesterzoo @heeltoecharity @bipolaruk @humansmcr @barnowlcentre thank you, paul. hope lovely day. 😃","['paulduxbury', 'tinytickers', 'timetochange', 'mentalhealth', 'dogstrust', 'hearingdogs', 'autismawareuk', 'whizzkidz', 'chesterzoo', 'heeltoecharity', 'bipolaruk', 'humansmcr', 'barnowlcentre', 'thank', 'you', 'paul', 'hope', 'lovely', 'day']"
billbones80,"RT @godisinthetv: .@billbones80 on coping with #mentalhealth issues #lockdown @_mindsmatter @Musicsupport_uk 
@WeAreTheMU @theCALMzone
@sam…",2020-06-09 11:54:54,Cardiff,@godisinthetv: .@billbones80 coping #mentalhealth issues #lockdown @_mindsmatter @musicsupport_uk @wearethemu @thecalmzone @sam…,"['godisinthetv', 'billbones80', 'coping', 'mentalhealth', 'issues', 'lockdown', 'mindsmatter', 'musicsupport_uk', 'wearethemu', 'thecalmzone', 'sam']"
DimensionsUK,"@mentalhealth Everyone with a learning disability and/or autism is welcome and encouraged to enter the Learning Disability and Autism Leaders List! We love to see lots of different people doing lots of things. Enter, nominate and share #LDALeadersList https://t.co/AoDNhNseQn https://t.co/T9qpkIB2Yk",2020-06-09 11:53:24,England and Wales,"@mentalhealth everyone learning disability and/or autism welcome encouraged enter learning disability autism leaders list! love see lots different people lots things. enter, nominate share #ldaleaderslist","['mentalhealth', 'everyone', 'learning', 'disability', 'and', 'or', 'autism', 'welcome', 'encouraged', 'enter', 'learning', 'disability', 'autism', 'leaders', 'list', 'love', 'see', 'lots', 'different', 'people', 'lots', 'things', 'enter', 'nominate', 'share', 'ldaleaderslist']"
godisinthetv,".@billbones80 on coping with #mentalhealth issues #lockdown @_mindsmatter @Musicsupport_uk 
@WeAreTheMU @theCALMzone
@samaritans @TimetoChange
@mentalhealth @mentalhealthmts
@Rethink_ @CharitySANE @tinychanges @UK_Music @AnxietyUK @musicvenuetrust  
https://t.co/dvSOiUgJ7n",2020-06-09 11:42:06,UK,.@billbones80 coping #mentalhealth issues #lockdown @_mindsmatter @musicsupport_uk @wearethemu @thecalmzone @samaritans @timetochange @mentalhealth @mentalhealthmts @rethink_ @charitysane @tinychanges @uk_music @anxietyuk @musicvenuetrust,"['billbones80', 'coping', 'mentalhealth', 'issues', 'lockdown', 'mindsmatter', 'musicsupport_uk', 'wearethemu', 'thecalmzone', 'samaritans', 'timetochange', 'mentalhealth', 'mentalhealthmts', 'rethink_', 'charitysane', 'tinychanges', 'uk_music', 'anxietyuk', 'musicvenuetrust']"
helenh49,RT @ptsafetylearn: .@mentalhealth says those who face the greatest disadvantages in life also face the greatest risk to their mental health…,2020-06-09 11:11:06,"Penge, London SE20",@ptsafetylearn: .@mentalhealth says face greatest disadvantages life also face greatest risk mental health…,"['ptsafetylearn', 'mentalhealth', 'says', 'face', 'greatest', 'disadvantages', 'life', 'also', 'face', 'greatest', 'risk', 'mental', 'health']"
ptsafetylearn,".@mentalhealth says those who face the greatest disadvantages in life also face the greatest risk to their mental health: https://t.co/K4mmcO8F6a. With evidence from a UK study, it discusses #mentalhealth effects of financial inequalities in the context of the #pandemic #pslhub",2020-06-09 11:06:38,"London, England",".@mentalhealth says face greatest disadvantages life also face greatest risk mental health: evidence uk study, discusses #mentalhealth effects financial inequalities context #pandemic #pslhub","['mentalhealth', 'says', 'face', 'greatest', 'disadvantages', 'life', 'also', 'face', 'greatest', 'risk', 'mental', 'health', 'evidence', 'uk', 'study', 'discusses', 'mentalhealth', 'effects', 'financial', 'inequalities', 'context', 'pandemic', 'pslhub']"
KingskerswellLb,"Here's another idea for a random act of kindness from @mentalhealth: Send someone you know a joke to cheer them up.

What good jokes have you heard recently?

#EmpathyDay #coronavirusKindness",2020-06-09 11:05:37,,here's another idea random act kindness @mentalhealth: send someone know joke cheer up. good jokes heard recently? #empathyday #coronaviruskindness,"[""here's"", 'another', 'idea', 'random', 'act', 'kindness', 'mentalhealth', 'send', 'someone', 'know', 'joke', 'cheer', 'up', 'good', 'jokes', 'heard', 'recently', 'empathyday', 'coronaviruskindness']"
ManInMortlake,"@mentalhealth Thank you. 
We'll have to do it again sometime!
But not in lockdown! https://t.co/RimDlDKKX3",2020-06-09 11:01:36,LB Richmond upon Thames,@mentalhealth thank you. we'll sometime! lockdown!,"['mentalhealth', 'thank', 'you', ""we'll"", 'sometime', 'lockdown']"
GetYourMobiSite,"@mentalhealth No worries at all, it's a difficult time. 💚",2020-06-09 10:48:18,lancaster,"@mentalhealth worries all, difficult time. 💚","['mentalhealth', 'worries', 'all', 'difficult', 'time']"
TodayBeKind,"Today I have made it from the bed to the sofa
... woooh go me, no stopping me now

@fmauk 
@FNDHopeUK 
@FNDHope 
@actionforme 
@ParkinsonsUK 
@mentalhealth 

I'd do a happy dance too, but that would involve to many spoons #TuesdayMotivation",2020-06-09 10:40:50,"England, United Kingdom","today made bed sofa ... woooh go me, stopping @fmauk @fndhopeuk @fndhope @actionforme @parkinsonsuk @mentalhealth i'd happy dance too, would involve many spoons #tuesdaymotivation","['today', 'made', 'bed', 'sofa', 'woooh', 'go', 'me', 'stopping', 'fmauk', 'fndhopeuk', 'fndhope', 'actionforme', 'parkinsonsuk', 'mentalhealth', 'happy', 'dance', 'too', 'would', 'involve', 'many', 'spoons', 'tuesdaymotivation']"
